doc_id;sentence;class;event;date
27;"Rijksdienst voor Ondernemend Nederland Mandemaat 3 Assen Postbus 40225 8004 DE Zwolle www.rvo.nl Datum Relevante artikelen uit de Wob 22 maart 2022 Onze referentie WOB/2022/014 Bijlage nummer 1 Horend bij Informatieverzoek openbaarmaking gegevens Datum 22 maart 2022 Onze referentie WOB/2022/014 Contactpersoon Relevante artikelen uit de Wob Artikel 1 In deze wet en de daarop berustende bepalingen wordt verstaan onder: a. document: een bij een bestuursorgaan berustend schriftelijk stuk of ander materiaal dat gegevens bevat; b. bestuurlijke aangelegenheid: een aangelegenheid die betrekking heeft op beleid van een bestuursorgaan, daaronder begrepen de voorbereiding en de uitvoering ervan; c. intern beraad: het beraad over een bestuurlijke aangelegenheid binnen een bestuursorgaan, dan wel binnen een kring van bestuursorganen in het kader van de gezamenlijke verantwoordelijkheid voor een bestuurlijke aangelegenheid; d. niet-ambtelijke adviescommissie: een van overheidswege ingestelde instantie, met als taak het adviseren van een of meer bestuursorganen en waarvan geen ambtenaren lid zijn, die het bestuursorgaan waaronder zij ressorteren adviseren over de onderwerpen die aan de instantie zijn voorgelegd.";geen event;;2022-03-22
28;De uiterlijke beslisdatum is daarmee 24 mei 2022 geworden.;geen event;;2022-05-24
28;In overleg met u is een nieuwe termijn afgesproken, namelijk 22 juni 2022.;overig;is een nieuwe termijn afgesproken;2022-06-22
32;Inventarisatie documenten Bij deze inventarisatie is één (1) document aangetroffen, te weten de brief van 28 juli 2022, gericht aan het Nederlands Filmfonds, met als onderwerp ‘Verlening projectsubsidie innovatie filmtheaters/-huizen (Cinema Digitaal)’.;geen event;;2022-07-28
35;Datum 11 oktober 2022;besluit datum;;2022-10-11
40;Desalniettemin heb ik in dit geval besloten om het document ‘20220826 Rapport - Ambities en opgaven spoorcorridor Utrecht-Arnhem-Duitse grens’ van 26 augustus 2022 bij de inventarisatie van documenten te betrekken ten behoeve van het geven van een volledig beeld.;geen event;;2022-08-26
40;Het betreft onder meer concepten inzake het hierboven reeds genoemde Rapport - Ambities en opgaven spoorcorridor Utrecht-Arnhem-Duitse grens van 26 augustus 2022.;geen event;;2022-08-26
41;Relevante artikelen Woo U vraagt om documenten over de periode 11 februari tot en met 1 oktober 2020 2.;geen event;;2022-02-11
41;Relevante artikelen Woo U vraagt om documenten over de periode 11 februari tot en met 1 oktober 2020 2.;geen event;;2022-10-01
41;Dit heeft het gevolg dat verzoeken die voor 1 mei jl zijn RWS INFORMATIE - PERSOONSVERTROUWELIJK Rijkswaterstaat ZN Datum ingediend op grond van de Wob, sinds 1 mei jl beoordeeld dienen te worden op 15 juli 2022 grond van de Woo.;geen event;;2022-05-01
41;Dit heeft het gevolg dat verzoeken die voor 1 mei jl zijn RWS INFORMATIE - PERSOONSVERTROUWELIJK Rijkswaterstaat ZN Datum ingediend op grond van de Wob, sinds 1 mei jl beoordeeld dienen te worden op 15 juli 2022 grond van de Woo.;geen event;;2022-05-01
41;Dit heeft het gevolg dat verzoeken die voor 1 mei jl zijn RWS INFORMATIE - PERSOONSVERTROUWELIJK Rijkswaterstaat ZN Datum ingediend op grond van de Wob, sinds 1 mei jl beoordeeld dienen te worden op 15 juli 2022 grond van de Woo.;geen event;;2022-07-15
41;RWS INFORMATIE - PERSOONSVERTROUWELIJK Rijkswaterstaat ZN Datum In de inventarislijst en op de documenten heb ik opgenomen welke 15 juli 2022 uitzonderingsgronden van toepassing zijn.;geen event;;2022-07-15
41;Adviezen landsadvocaat voor 1 juli 2021 Definitieve adviezen van de landsadvocaat kunnen op verzoek openbaar worden gemaakt wanneer het een algemeen juridisch beleidsadvies betreft en het dateert van 1 juli 2021 of later.;geen event;;2021-07-01
41;Adviezen landsadvocaat voor 1 juli 2021 Definitieve adviezen van de landsadvocaat kunnen op verzoek openbaar worden gemaakt wanneer het een algemeen juridisch beleidsadvies betreft en het dateert van 1 juli 2021 of later.;geen event;;2021-07-01
41;Het betreft hier adviezen van de landsadvocaat van voor 1 RWS INFORMATIE - PERSOONSVERTROUWELIJK Rijkswaterstaat ZN Datum juli 2021.;geen event;;2021-07-01
41;Adviezen van de landsadvocaat voor die datum kennen geen strikte 15 juli 2022 scheiding tussen een algemeen juridisch beleidsadvies en procesadvies waardoor Ons kenmerk niet kan worden uitgesloten dat informatie openbaar wordt gemaakt dat raakt aan RWS-2022/18081 het procesbelang van de Staat.;geen event;;2022-07-15
41;Verstrekking persoonlijke beleidsopvattingen, artikel 5.2, tweede lid, Woo (correspondeert met artikel 11, tweede lid, Wob) Ik acht het in het belang van een goede en democratische bestuursvoering dat via dit besluit persoonlijke beleidsopvattingen, in geanonimiseerde vorm en niet RWS INFORMATIE - PERSOONSVERTROUWELIJK Rijkswaterstaat ZN Datum herleidbaar tot personen, wel openbaar worden gemaakt (artikel 5.2, tweede lid, 15 juli 2022 van de Woo).;geen event;;2022-07-15
41;RWS INFORMATIE - PERSOONSVERTROUWELIJK Rijkswaterstaat ZN Datum Het belang van het functioneren van een bestuursorgaan komt in gedrang als deze 15 juli 2022 communicatie openbaar wordt.;geen event;;2022-07-15
41;RWS INFORMATIE - PERSOONSVERTROUWELIJK Rijkswaterstaat ZN Datum 15 juli 2022 Ons kenmerk RWS-2022/18081 Afsluiting Ik vertrouw erop u hiermee voldoende geïnformeerd te hebben.;geen event;;2022-07-15
41;Hoogachtend, DE MINISTER VAN INFRASTRUCTUUR EN WATERSTAAT, namens deze, De hoofdingenieur-directeur Rijkswaterstaat Zuid-Nederland, RWS INFORMATIE - PERSOONSVERTROUWELIJK Rijkswaterstaat ZN Datum Mededeling 15 juli 2022 Ons kenmerk Op grond van de Algemene wet bestuursrecht kunt u tegen dit besluit binnen zes RWS-2022/18081 weken na de dag waarop dit is bekendgemaakt een bezwaarschrift indienen.;geen event;;2022-07-15
41;RWS INFORMATIE - PERSOONSVERTROUWELIJK Rijkswaterstaat ZN Datum Bijlage 1 – Relevante artikelen uit de Woo 15 juli 2022 Ons kenmerk Artikel 2.5 RWS-2022/18081 Bij de toepassing van deze wet wordt uitgegaan van het algemeen belang van openbaarheid van publieke informatie voor de democratische samenleving.;geen event;;2022-07-15
41;"Het openbaar maken van informatie blijft eveneens achterwege voor zover het belang daarvan niet opweegt tegen de volgende belangen: RWS INFORMATIE - PERSOONSVERTROUWELIJK Rijkswaterstaat ZN Datum a. de betrekkingen van Nederland met andere landen en staten en met 15 juli 2022 internationale organisaties; Ons kenmerk b. de economische of financiële belangen van de Staat, andere publiekrechtelijke RWS-2022/18081 lichamen of bestuursorganen, in geval van milieu-informatie slechts voor zover de informatie betrekking heeft op handelingen met een vertrouwelijk karakter; c. de opsporing en vervolging van strafbare feiten; d. de inspectie, controle en toezicht door bestuursorganen; e. de eerbiediging van de persoonlijke levenssfeer; f. de bescherming van andere dan in het eerste lid, onderdeel c, genoemde concurrentiegevoelige bedrijfs- en fabricagegegevens; g. de bescherming van het milieu waarop deze informatie betrekking heeft; h. de beveiliging van personen en bedrijven en het voorkomen van sabotage; i. het goed functioneren van de Staat, andere publiekrechtelijke lichamen of bestuursorganen.";geen event;;2022-07-15
41;Indien degene die deze opvattingen heeft geuit of zich RWS INFORMATIE - PERSOONSVERTROUWELIJK Rijkswaterstaat ZN Datum erachter heeft gesteld, daarmee heeft ingestemd, kan de informatie in tot 15 juli 2022 personen herleidbare vorm worden verstrekt.;geen event;;2022-07-15
72;Uw brief (kenmerk) 13 januari 2022;geen event;;2022-01-13
72;Hiermee is de beslistermijn verdaagd tot uiterlijk 15 maart 2022.;beslistermijn verdaagd;is de beslistermijn verdaagd;2022-03-15
72;De verhoging van de belasting op suikerhoudende dranken zoals aangekondigd in het Regeerakkoord van december 2021.;geen event;;2012-12-01
72;De verkenning van een suikertaks zoals aangekondigd in het Regeerakkoord van december 2021.;geen event;;2021-12-01
78;12 oktober 2022 Onze referentie Besluit Wob/2022/039 Ik heb besloten de informatie die u vraagt openbaar te maken.;besluit datum;;2022-10-12
78;De vertrouwelijkheid van de Datum informatie die aan de overheid is verstrekt, kan bijvoorbeeld blijken uit een 12 oktober 2022 expliciete verklaring.;geen event;;2022-10-12
78;Met vriendelijke groet, Rijksdienst voor Ondernemend Nederland Vergunningen en handhaving De Minister van Landbouw, Natuur en Voedselkwaliteit, namens deze: Datum12 oktober 2022 Onze referentie 5.1,2,E Wob/2022/039 Teammanager Vergunningen en handhaving Rijksdienst voor Ondernemend Nederland Bijlagen:- Bijlage 1: Relevante artikelen uit de Woo - Bijlage 2: Inventarislijst opgevraagde gegevens;geen event;;2022-10-12
80;Uw e-mail van 07 september 2022;geen event;;2022-12-07
80;Specifiek verzoekt u om algehele openbaarmaking van de nota oktober 2009 van de directie PO van OCW met als onderwerp 'Internationaal georienteerd onderwijs' (registratienummer PO/BenS 147055).;geen event;;2009-10-01
80;Met vriendelijke groet, de minister voor Primair en Voortgezet Onderwijs, namens deze, de directeur Wetgeving en Juridische Zaken, mr. C. Riezebos 1 ABRvS 7 februari 2018, ECLI:NL:RVS:2018:412 (201702722/1/A2).;geen event;;2018-02-07
81;Relevante artikelen uit de Woo Bijlage nummer 1 Horend bij Verzoek openbaarmaking gegevens Datum 22 september 2022 Onze referentie Woo/2022/085 Contactpersoon Artikel 1.1 Recht op toegang Eenieder heeft recht op toegang tot publieke informatie zonder daartoe een belang te hoeven stellen, behoudens bij deze wet gestelde beperkingen.;geen event;;2022-09-22
81;Inventarislijst gevonden documenten Bijlage nummer 2 Horend bij Verzoek openbaarmaking gegevens Datum 22 september 2022 Onze referentie Woo/2022/085 Contactpersoon Nr.;geen event;;2022-09-22
93;Uw brief (kenmerk) 12 april 2022;geen event;;2022-04-12
96;U vraagt om alle documenten met informatie en correspondentie – geschreven, geprint, digitaal opgeslagen dan wel elke vorm van informatie dragend middel, waaronder ook mailverkeer, whatsapp-berichten en telegram-berichten – inclusief brieven, memo’s, rapporten en andere documenten betreffende het wetsvoorstel Wijziging van de Wet dieren in verband met de uitvoering van de herziene Europese diergezondheidswetgeving – uitgewisseld binnen het ministerie in de periode van 15 april 2021 tot 5 juli 2021.;geen event;;2021-04-15
96;U vraagt om alle documenten met informatie en correspondentie – geschreven, geprint, digitaal opgeslagen dan wel elke vorm van informatie dragend middel, waaronder ook mailverkeer, whatsapp-berichten en telegram-berichten – inclusief brieven, memo’s, rapporten en andere documenten betreffende het wetsvoorstel Wijziging van de Wet dieren in verband met de uitvoering van de herziene Europese diergezondheidswetgeving – uitgewisseld binnen het ministerie in de periode van 15 april 2021 tot 5 juli 2021.;geen event;;2021-07-05
96;In deze brief is tevens de beslistermijn met vier weken verdaagd tot 31 augustus 2021.;beslistermijn verdaagd; is tevens de beslistermijn met vier weken verdaagd;2021-08-31
97;Uw verzoek heeft betrekking op de periode 1 januari 2019 tot en met 26 februari 2020.;geen event;;2019-01-01
97;Uw verzoek heeft betrekking op de periode 1 januari 2019 tot en met 26 februari 2020.;geen event;;2022-02-26
97;Atradius DSB en: - het ministerie van Buitenlandse Zaken - het ministerie voor Buitenlandse Handel - het ministerie van Algemene Zaken - het ministerie van Economische Zaken en Klimaat - de Nederlandse ambassade te Washington - het ministerie van buitenlandse zaken van de VS de Nederlandse ambassade te Peking - het ministerie van buitenlandse zaken van de Volksrepubliek China - de vennootschap ASML Holding N.V. en/of al diens deelnemingen en dochtermaatschappijen - te verstrekken over ASML in combinatie met de term Extreme Ultraviolet (EUV) en / of exportvergunning China en / of exportkredietverzekering China voor de periode 1 januari 2019 tot en met 26 februari 2020.;geen event;;2019-01-01
97;Atradius DSB en: - het ministerie van Buitenlandse Zaken - het ministerie voor Buitenlandse Handel - het ministerie van Algemene Zaken - het ministerie van Economische Zaken en Klimaat - de Nederlandse ambassade te Washington - het ministerie van buitenlandse zaken van de VS de Nederlandse ambassade te Peking - het ministerie van buitenlandse zaken van de Volksrepubliek China - de vennootschap ASML Holding N.V. en/of al diens deelnemingen en dochtermaatschappijen - te verstrekken over ASML in combinatie met de term Extreme Ultraviolet (EUV) en / of exportvergunning China en / of exportkredietverzekering China voor de periode 1 januari 2019 tot en met 26 februari 2020.;geen event;;2020-02-26
102;In diezelfde brief is de beslistermijn met vier weken verdaagd tot 25 oktober 2021.;beslistermijn verdaagd;is de beslistermijn met vier weken verdaagd;2021-10-25
107;Met deze brief is de beslistermijn met vier weken verdaagd tot 15 maart 2021.;beslistermijn verdaagd;is de beslistermijn met vier weken verdaagd;2021-03-15
109;In deze brief is tevens de beslistermijn met vier weken verdaagd tot 23 maart 2022.;beslistermijn verdaagd;is de beslistermijn met vier weken verdaagd;2022-03-23
109;Dit kan ook worden afgeleid uit de rechtspraak van de Afdeling bestuursrechtspraak Raad van State (ABRvS 23 november 2005, nr 200500902/1) waaruit volgt dat een bestuursorgaan uit het standpunt van een instelling om een document niet vrij te geven mag concluderen dat het belang van openbaarmaking van een opgevraagd document niet opweegt tegen de belangen van de betrekkingen tussen Nederland en de instelling, zodat verstrekking van de documenten met een beroep op artikel 10, tweede lid, onder a, van de Wob kan worden geweigerd.;geen event;;2005-11-23
110;17 februari 2022;geen event;;2022-02-17
114;Uw brief (kenmerk) 1 augustus 2021;geen event;;2021-08-01
114;In diezelfde brief is de beslistermijn met vier weken verdaagd tot 27 augustus 2021.;beslistermijn verdaagd; is de beslistermijn met vier weken verdaag;2021-08-27
118;Daarom heb ik deze derde-belanghebbende van uw 20 juni 2022 verzoek op de hoogte gebracht.;geen event;;2022-06-20
118;Datum 20 juni 2022 Onze referentie Met vriendelijke groet, Wob/2022/054 De Minister van Landbouw, Natuur en Voedselkwaliteit, namens deze: Nynke Kuipers Teammanager Vergunningen en handhaving Rijksdienst voor Ondernemend Nederland Bijlagen: - Bijlage 1: Relevante artikelen uit de Woo.;besluit datum;;2022-06-20
118;Rijksdienst voor Ondernemend Nederland Vergunningen en handhaving Datum 20 juni 2022 Onze referentie Wob/2022/054 Relevante artikelen uit de Woo Bijlage nummer 1 Horend bij Verzoek openbaarmaking gegevens Datum 20 juni 2022 Onze referentie Wob/2022/054 Contactpersoon Relevante artikelen uit de Woo Artikel 1.1 Recht op toegang Eenieder heeft recht op toegang tot publieke informatie zonder daartoe een belang te hoeven stellen, behoudens bij deze wet gestelde beperkingen.;geen event;;2022-06-20
118;Rijksdienst voor Ondernemend Nederland Vergunningen en handhaving Datum 20 juni 2022 Onze referentie Wob/2022/054 Relevante artikelen uit de Woo Bijlage nummer 1 Horend bij Verzoek openbaarmaking gegevens Datum 20 juni 2022 Onze referentie Wob/2022/054 Contactpersoon Relevante artikelen uit de Woo Artikel 1.1 Recht op toegang Eenieder heeft recht op toegang tot publieke informatie zonder daartoe een belang te hoeven stellen, behoudens bij deze wet gestelde beperkingen.;geen event;;2022-06-20
118;"de eenheid van de Kroon in gevaar zou kunnen brengen; Rijksdienst voor Ondernemend Nederland b. de veiligheid van de Staat zou kunnen schaden; Vergunningen en handhaving c. bedrijfs- en fabricagegegevens betreft die door natuurlijke personen of rechtspersonen vertrouwelijk aan de overheid zijn meegedeeld; Datum d. persoonsgegevens betreft als bedoeld in paragraaf 3.1 onderscheidenlijk 20 juni 2022 paragraaf 3.2 van de Uitvoeringswet Algemene verordening Onze referentie gegevensbescherming, tenzij de betrokkene uitdrukkelijk toestemming heeft Wob/2022/054 gegeven voor de openbaarmaking van deze persoonsgegevens of deze persoonsgegevens kennelijk door de betrokkene openbaar zijn gemaakt; e. nummers betreft die dienen ter identificatie van personen die bij wet of algemene maatregel van bestuur zijn voorgeschreven als bedoeld in artikel 46 van de Uitvoeringswet Algemene verordening gegevensbescherming, tenzij de verstrekking kennelijk geen inbreuk op de levenssfeer maakt.";geen event;;2022-06-20
118;Het eerste en tweede lid zijn niet van toepassing op milieu-informatie die betrekking heeft op emissies in het milieu Rijksdienst voor Ondernemend Nederland Vergunningen en handhaving Datum 20 juni 2022 Onze referentie Wob/2022/054;besluit datum;;2022-06-20
121;Omdat er niet is voorzien in overgangsrecht en ik ná 30 april 2022 beslis op uw verzoek heb ik uw Wob-verzoek als verzoek op basis van de Woo aangemerkt.;geen event;;2022-04-30
121;Paginanummer 1 van 2Beoordeling van uw verzoek Midden- en kleinbedrijf Ik heb de volgende stukken aangetroffen: Kantoor Almelo Titel document Bijlage Datum 2 mei 2022 2012-09-05 Memo inzake beroepsonderwijs 1 2013-02-13 Memo splitsen register 2 CRKBO Evaluatie 2011 Instelling 3 Evaluatierapport jan 2012 4 Notitie beroepsonderwijs 5 Notitie beroepsonderwijs aanvulling 6 In bovengenoemde stukken komen persoonsgegevens voor.;geen event;;2022-05-02
125;Rijksdienst voor Ondernemend Nederland Vergunningen en Handhaving Datum 18 januari 2022 Besluit Onze referentie Ik heb besloten aan uw verzoek tegemoet te komen en de informatie waar om u WOB/2021/220 verzocht, opgenomen in bijlage 2 inventarisatie documenten, gedeeltelijk openbaar te maken.;besluit datum;;2022-01-18
125;Datum 18 januari 2022 In de documenten met nummers 1 tot en met 11 staan persoonsgegevens.;geen event;;2022-01-18
125;Met vriendelijke groet, De Minister van Landbouw, Natuur en Voedselkwaliteit, namens deze: Teammanager Vergunningen en Handhaving Rijksdienst voor Ondernemend Nederland Rijksdienst voor Ondernemend Nederland Vergunningen en Handhaving Bijlagen: - Bijlage 1 - Relevante artikelen uit de Wob Datum - Bijlage 2 - Inventarisatielijst opgevraagde gegevens 18 januari 2022 Onze referentie WOB/2021/220 Bezwaarmogelijkheid Als u het niet eens bent met deze beslissing, kunt u binnen zes weken na verzending van deze brief digitaal of schriftelijk een bezwaarschrift indienen.;geen event;;2022-01-18
125;"Relevante artikelen uit de Wob Rijksdienst voor Ondernemend Nederland Vergunningen en Handhaving Datum 18 januari 2022 Bijlage nummer 1 Onze referentie Horend bij Verzoek openbaarmaking gegevens WOB/2021/220 Datum 18 januari 2022 Onze referentie WOB/2021/220 Contactpersoon Relevante artikelen uit de Wob Artikel 1 In deze wet en de daarop berustende bepalingen wordt verstaan onder: a. document: een bij een bestuursorgaan berustend schriftelijk stuk of ander materiaal dat gegevens bevat; b. bestuurlijke aangelegenheid: een aangelegenheid die betrekking heeft op beleid van een bestuursorgaan, daaronder begrepen de voorbereiding en de uitvoering ervan; c. intern beraad: het beraad over een bestuurlijke aangelegenheid binnen een bestuursorgaan, dan wel binnen een kring van bestuursorganen in het kader van de gezamenlijke verantwoordelijkheid voor een bestuurlijke aangelegenheid; d. niet-ambtelijke adviescommissie: een van overheidswege ingestelde instantie, met als taak het adviseren van een of meer bestuursorganen en waarvan geen ambtenaren lid zijn, die het bestuursorgaan waaronder zij ressorteren adviseren over de onderwerpen die aan de instantie zijn voorgelegd.";geen event;;2022-01-18
